id,firstname,lastname,age,email,email2,city_desired,travel_time,distance_km
982,Juliane,Stelle,50,Juliane.Stelle@email.com,Juliane.Stelle@gmail.com,Guaratinguetá,2,66.14
983,Brynna,Lail,37,Brynna.Lail@email.com,Brynna.Lail@gmail.com,"Trindade ",4,273.07
984,Chloris,Ellerey,20,Chloris.Ellerey@email.com,Chloris.Ellerey@gmail.com,Guaratinguetá,1,99.56
985,Peri,Roscoe,26,Peri.Roscoe@email.com,Peri.Roscoe@gmail.com,"Trindade ",4,698.42
986,Leona,Weide,42,Leona.Weide@email.com,Leona.Weide@gmail.com,Penedo,1,70.09
987,Vanessa,Kannry,55,Vanessa.Kannry@email.com,Vanessa.Kannry@gmail.com,Angra dos Reis,1,695.48
988,Shauna,Podvin,66,Shauna.Podvin@email.com,Shauna.Podvin@gmail.com,Rio de Janeiro,2,312.83
989,Anestassia,Ursulette,22,Anestassia.Ursulette@email.com,Anestassia.Ursulette@gmail.com,Angra dos Reis,4,176.98
990,Elka,Duwalt,52,Elka.Duwalt@email.com,Elka.Duwalt@gmail.com,Santos,2,915.38
991,Jacenta,Durware,43,Jacenta.Durware@email.com,Jacenta.Durware@gmail.com,"Trindade ",2,958.6
992,Ebonee,Hartnett,30,Ebonee.Hartnett@email.com,Ebonee.Hartnett@gmail.com,Guaratinguetá,5,803.84
993,Maud,Ferino,59,Maud.Ferino@email.com,Maud.Ferino@gmail.com,"Trindade ",3,531.76
994,Ketti,Moina,64,Ketti.Moina@email.com,Ketti.Moina@gmail.com,Penedo,5,649.93
995,Laurene,Radu,20,Laurene.Radu@email.com,Laurene.Radu@gmail.com,São Paulo,3,469.51
996,Ebonee,Ledah,69,Ebonee.Ledah@email.com,Ebonee.Ledah@gmail.com,São Paulo,4,86.47
997,Julieta,Terrence,48,Julieta.Terrence@email.com,Julieta.Terrence@gmail.com,Vitória,4,643.29
998,Amalie,Odysseus,38,Amalie.Odysseus@email.com,Amalie.Odysseus@gmail.com,São Paulo,4,697.67
999,Corry,Oneida,63,Corry.Oneida@email.com,Corry.Oneida@gmail.com,Santos,1,863.63
1000,Orelia,Pillsbury,43,Orelia.Pillsbury@email.com,Orelia.Pillsbury@gmail.com,São Paulo,4,666.37
